track_id,spot_id,mask_id,fr,X,Y,area,mean,edge,p_death
5,29828,29,24,420,609,409.132,0.25609,False,0.20765
5,28998,26,7,421,620,488.246,0.29419,False,0.05505
5,28999,29,6,425,625,517.882,0.28358,False,0.75624
5,29007,26,4,422,623,514.617,0.28450,False,0.07186
5,28881,24,8,420,620,493.520,0.28847,False,0.08841
5,28952,24,1,418,624,442.285,0.32854,False,0.09966
5,29593,27,19,416,613,571.127,0.23741,False,0.08126
5,28954,27,5,423,622,499.297,0.29361,False,0.11832
5,28956,26,3,423,625,534.459,0.27073,False,0.03993
5,29278,28,12,419,621,530.691,0.25700,False,0.07685
5,29345,30,14,421,617,553.546,0.24314,False,0.70115
5,29475,30,9,425,620,470.414,0.30496,False,0.08012
5,29605,26,17,421,616,520.645,0.24858,False,0.10071
5,29735,28,21,417,613,565.853,0.23088,False,0.16667
5,29608,26,18,412,614,579.666,0.22627,False,0.61333
5,29801,29,22,417,612,508.841,0.25011,False,0.59169
5,29357,28,11,423,621,495.529,0.27822,False,0.04908
5,29806,28,20,419,614,523.408,0.24399,False,0.12981
5,29233,30,10,421,620,481.214,0.28853,False,0.76484
5,29425,27,15,420,615,539.984,0.24771,False,0.06683
5,29944,25,25,419,607,442.285,0.25479,False,0.09271
5,28990,26,2,422,625,440.024,0.31911,False,0.81825
6,28929,16,4,1133,327,1584.288,0.37166,False,0.00098
6,29186,17,10,1129,332,1372.313,0.43323,False,0.90260
6,29570,16,19,1128,327,1678.722,0.38435,False,0.00160
6,29445,17,9,1130,331,1428.069,0.41796,False,0.10073
6,29701,18,21,1129,328,1734.228,0.38272,False,0.21428
6,28936,15,2,1132,328,1616.436,0.35250,False,0.83550
6,28937,17,6,1132,331,1580.520,0.37262,False,0.85186
6,31114,23,51,1118,353,1912.548,0.41667,False,0.00191
6,30731,21,42,1125,349,1828.160,0.41292,False,0.65551
6,29970,20,26,1128,333,1795.761,0.37349,False,0.73731
6,30232,19,32,1129,343,1961.272,0.36930,False,0.02196
